Ciudad_Mapa,Nombre_despacho,Link_Despacho
Bogotá,JUZGADO 001 LABORAL DEL CIRCUITO TRANSITORIO DE BOGOTÁ,https://www.ramajudicial.gov.co/web/juzgado-001-laboral-del-circuito-transitorio-de-bogota
Bogotá,JUZGADO 002 LABORAL DEL CIRCUITO DE BOGOTÁ - BOGOTÁ,https://www.ramajudicial.gov.co/web/juzgado-002-laboral-de-bogota
Bogotá,JUZGADO 002 LABORAL DEL CIRCUITO TRANSITORIO DE BOGOTÁ,https://www.ramajudicial.gov.co/web/juzgado-002-laboral-del-circuito-transitorio-de-bogota
Bogotá,JUZGADO 003 LABORAL DEL CIRCUITO DE BOGOTÁ - BOGOTÁ,https://www.ramajudicial.gov.co/web/juzgado-003-laboral-de-bogota
Bogotá,JUZGADO 004 LABORAL DEL CIRCUITO DE BOGOTÁ - BOGOTÁ,https://www.ramajudicial.gov.co/web/juzgado-04-laboral-del-circuito-de-bogota
Bogotá,JUZGADO 005 LABORAL DEL CIRCUITO DE BOGOTÁ - BOGOTÁ,https://www.ramajudicial.gov.co/web/juzgado-005-laboral-de-bogota
Bogotá,JUZGADO 006 LABORAL DEL CIRCUITO DE BOGOTÁ - BOGOTÁ,https://www.ramajudicial.gov.co/web/juzgado-006-laboral-de-bogota
Bogotá,JUZGADO 007 LABORAL DEL CIRCUITO DE BOGOTÁ - BOGOTÁ,https://www.ramajudicial.gov.co/web/juzgado-007-laboral-de-bogota
Bogotá,JUZGADO 008 LABORAL DEL CIRCUITO DE BOGOTÁ - BOGOTÁ,https://www.ramajudicial.gov.co/web/juzgado-008-laboral-de-bogota
Bogotá,JUZGADO 009 LABORAL DEL CIRCUITO DE BOGOTÁ - BOGOTÁ,https://www.ramajudicial.gov.co/web/juzgado-009-laboral-de-bogota
Bogotá,JUZGADO 010 LABORAL DEL CIRCUITO DE BOGOTÁ - BOGOTÁ,https://www.ramajudicial.gov.co/web/juzgado-10-laboral-del-circuito-de-bogota
Bogotá,JUZGADO 011 LABORAL DEL CIRCUITO DE BOGOTÁ - BOGOTÁ,https://www.ramajudicial.gov.co/web/juzgado-011-laboral-de-bogota
Bogotá,JUZGADO 012 LABORAL DEL CIRCUITO DE BOGOTÁ - BOGOTÁ,https://www.ramajudicial.gov.co/web/juzgado-012-laboral-de-bogota
Bogotá,JUZGADO 013 LABORAL DEL CIRCUITO DE BOGOTÁ - BOGOTÁ,https://www.ramajudicial.gov.co/web/juzgado-013-laboral-de-bogota
Bogotá,JUZGADO 014 LABORAL DEL CIRCUITO DE BOGOTÁ - BOGOTÁ,https://www.ramajudicial.gov.co/web/juzgado-014-laboral-de-bogota
Bogotá,JUZGADO 015 LABORAL DEL CIRCUITO DE BOGOTÁ - BOGOTÁ,https://www.ramajudicial.gov.co/web/juzgado-015-laboral-de-bogota
Bogotá,JUZGADO 016 LABORAL DEL CIRCUITO DE BOGOTÁ - BOGOTÁ,https://www.ramajudicial.gov.co/web/juzgado-016-laboral-de-bogota
Bogotá,JUZGADO 017 LABORAL DEL CIRCUITO DE BOGOTÁ - BOGOTÁ,https://www.ramajudicial.gov.co/web/juzgado-017-laboral-de-bogota
Bogotá,JUZGADO 018 LABORAL DEL CIRCUITO DE BOGOTÁ - BOGOTÁ,https://www.ramajudicial.gov.co/web/juzgado-018-laboral-de-bogota
Bogotá,JUZGADO 019 LABORAL DEL CIRCUITO DE BOGOTÁ - BOGOTÁ,https://www.ramajudicial.gov.co/web/juzgado-019-laboral-de-bogota
Bogotá,JUZGADO 020 LABORAL DEL CIRCUITO DE BOGOTÁ - BOGOTÁ,https://www.ramajudicial.gov.co/web/juzgado-020-laboral-de-bogota
Bogotá,JUZGADO 021 LABORAL DEL CIRCUITO DE BOGOTÁ - BOGOTÁ,https://www.ramajudicial.gov.co/web/juzgado-21-laboral-del-circuito-de-bogota
Bogotá,JUZGADO 022 LABORAL DEL CIRCUITO DE BOGOTÁ - BOGOTÁ,https://www.ramajudicial.gov.co/web/juzgado-022-laboral-de-bogota
Bogotá,JUZGADO 023 LABORAL DEL CIRCUITO DE BOGOTÁ - BOGOTÁ,https://www.ramajudicial.gov.co/web/juzgado-23-laboral-del-circuito-de-bogota
Bogotá,JUZGADO 024 LABORAL DEL CIRCUITO DE BOGOTÁ - BOGOTÁ,https://www.ramajudicial.gov.co/web/juzgado-024-laboral-de-bogota
Bogotá,JUZGADO 025 LABORAL DEL CIRCUITO DE BOGOTÁ - BOGOTÁ,https://www.ramajudicial.gov.co/web/juzgado-025-laboral-de-bogota
Bogotá,JUZGADO 026 LABORAL DEL CIRCUITO DE BOGOTÁ - BOGOTÁ,https://www.ramajudicial.gov.co/web/juzgado-026-laboral-de-bogota
Bogotá,JUZGADO 027 LABORAL DEL CIRCUITO DE BOGOTÁ - BOGOTÁ,https://www.ramajudicial.gov.co/web/juzgado-027-laboral-de-bogota
Bogotá,JUZGADO 028 LABORAL DEL CIRCUITO DE BOGOTÁ - BOGOTÁ,https://www.ramajudicial.gov.co/web/juzgado-028-laboral-de-bogota
Bogotá,JUZGADO 029 LABORAL DEL CIRCUITO DE BOGOTÁ - BOGOTÁ,https://www.ramajudicial.gov.co/web/juzgado-29-laboral-del-circuito-de-bogota
Bogotá,JUZGADO 030 LABORAL DEL CIRCUITO DE BOGOTÁ - BOGOTÁ,https://www.ramajudicial.gov.co/web/juzgado-030-laboral-de-bogota
Bogotá,JUZGADO 031 LABORAL DEL CIRCUITO DE BOGOTÁ - BOGOTÁ,https://www.ramajudicial.gov.co/web/juzgado-31-laboral-del-circuito-de-bogota
Bogotá,JUZGADO 032 LABORAL DEL CIRCUITO DE BOGOTÁ - BOGOTÁ,https://www.ramajudicial.gov.co/web/juzgado-032-laboral-de-bogota
Bogotá,JUZGADO 033 LABORAL DEL CIRCUITO DE BOGOTÁ - BOGOTÁ,https://www.ramajudicial.gov.co/web/juzgado-033-laboral-de-bogota
Bogotá,JUZGADO 034 LABORAL DEL CIRCUITO DE BOGOTÁ - BOGOTÁ,https://www.ramajudicial.gov.co/web/juzgado-034-laboral-de-bogota
Bogotá,JUZGADO 035 LABORAL DEL CIRCUITO DE BOGOTÁ - BOGOTÁ,https://www.ramajudicial.gov.co/web/juzgado-035-laboral-de-bogota
Bogotá,JUZGADO 036 LABORAL DEL CIRCUITO DE BOGOTÁ - BOGOTÁ,https://www.ramajudicial.gov.co/web/juzgado-036-laboral-de-bogota
Bogotá,JUZGADO 037 LABORAL DEL CIRCUITO DE BOGOTÁ - BOGOTÁ,https://www.ramajudicial.gov.co/web/juzgado-37-laboral-del-circuito-de-bogota
Bogotá,JUZGADO 038 LABORAL DEL CIRCUITO DE BOGOTÁ - BOGOTÁ,https://www.ramajudicial.gov.co/web/juzgado-38-laboral-del-circuito-de-bogota
Bogotá,JUZGADO 039 LABORAL DEL CIRCUITO DE BOGOTÁ - BOGOTÁ,https://www.ramajudicial.gov.co/web/juzgado-39-laboral-del-circuito-de-bogota
Bogotá,JUZGADO 040 LABORAL DEL CIRCUITO DE BOGOTÁ - BOGOTÁ,https://www.ramajudicial.gov.co/web/juzgado-040-laboral-del-circuito-de-bogota-bogota
Bogotá,JUZGADO 041 LABORAL DEL CIRCUITO DE BOGOTÁ - BOGOTÁ,https://www.ramajudicial.gov.co/web/juzgado-041-laboral-del-circuito-de-bogota-bogota
Bogotá,JUZGADO 042 LABORAL DE BOGOTÁ,https://www.ramajudicial.gov.co/web/juzgado-042-laboral-de-bogota
Bogotá,JUZGADO 043 LABORAL DE BOGOTÁ,https://www.ramajudicial.gov.co/web/juzgado-043-laboral-de-bogota
Bogotá,JUZGADO 044 LABORAL DEL CIRCUITO DE BOGOTÁ - BOGOTÁ,https://www.ramajudicial.gov.co/web/juzgado-044-laboral-del-circuito-de-bogota-bogota
Bogotá,JUZGADO 045 LABORAL DE BOGOTÁ,https://www.ramajudicial.gov.co/web/juzgado-045-laboral-de-bogota
Bogotá,JUZGADO 046 LABORAL DEL CIRCUITO DE BOGOTÁ - BOGOTÁ,https://www.ramajudicial.gov.co/web/juzgado-046-laboral-del-circuito-de-bogota-bogota
Bogotá,JUZGADO 047 LABORAL DE BOGOTÁ,https://www.ramajudicial.gov.co/web/juzgado-047-laboral-de-bogota
"Bolivar, Capital: Cartagena",JUZGADO 001 LABORAL DEL CIRCUITO DE CARTAGENA - BOLÍVAR,https://www.ramajudicial.gov.co/web/juzgado-01-laboral-del-circuito-de-cartagena
"Bolivar, Capital: Cartagena",JUZGADO 001 LABORAL DEL CIRCUITO DE TURBACO - BOLÍVAR,https://www.ramajudicial.gov.co/web/juzgado-001-laboral-del-circuito-de-turbaco-bolivar
"Bolivar, Capital: Cartagena",JUZGADO 002 LABORAL DEL CIRCUITO DE CARTAGENA - BOLÍVAR,https://www.ramajudicial.gov.co/web/juzgado-02-laboral-del-circuito-de-cartagena
"Bolivar, Capital: Cartagena",JUZGADO 003 LABORAL DEL CIRCUITO DE CARTAGENA - BOLÍVAR,https://www.ramajudicial.gov.co/web/juzgado-03-laboral-del-circuito-de-cartagena
"Bolivar, Capital: Cartagena",JUZGADO 004 LABORAL DEL CIRCUITO DE CARTAGENA - BOLÍVAR,https://www.ramajudicial.gov.co/web/juzgado-04-laboral-del-circuito-de-cartagena
"Bolivar, Capital: Cartagena",JUZGADO 005 LABORAL DEL CIRCUITO DE CARTAGENA - BOLÍVAR,https://www.ramajudicial.gov.co/web/juzgado-05-laboral-del-circuito-de-cartagena
"Bolivar, Capital: Cartagena",JUZGADO 006 LABORAL DEL CIRCUITO DE CARTAGENA - BOLÍVAR,https://www.ramajudicial.gov.co/web/juzgado-06-laboral-del-circuito-de-cartagena
"Bolivar, Capital: Cartagena",JUZGADO 007 LABORAL DEL CIRCUITO DE CARTAGENA - BOLÍVAR,https://www.ramajudicial.gov.co/web/juzgado-07-laboral-del-circuito-de-cartagena
"Bolivar, Capital: Cartagena",JUZGADO 008 LABORAL DEL CIRCUITO DE CARTAGENA - BOLÍVAR,https://www.ramajudicial.gov.co/web/juzgado-008-laboral-de-cartagena
"Bolivar, Capital: Cartagena",JUZGADO 009 LABORAL DEL CIRCUITO DE CARTAGENA - BOLÍVAR,https://www.ramajudicial.gov.co/web/juzgado-009-laboral-del-circuito-de-cartagena-bolivar
"Bolivar, Capital: Cartagena",JUZGADO 010 LABORAL DEL CIRCUITO DE CARTAGENA - BOLÍVAR,https://www.ramajudicial.gov.co/web/juzgado-010-laboral-del-circuito-de-cartagena-bolivar
"Boyacá, Capital: Tunja",JUZGADO 001 LABORAL DEL CIRCUITO DE TUNJA - BOYACÁ,https://www.ramajudicial.gov.co/web/juzgado-01-laboral-del-circuito-de-tunja
"Boyacá, Capital: Tunja",JUZGADO 002 LABORAL DEL CIRCUITO DE TUNJA - BOYACÁ,https://www.ramajudicial.gov.co/web/juzgado-002-laboral-de-tunja
"Boyacá, Capital: Tunja",JUZGADO 003 LABORAL DEL CIRCUITO DE TUNJA - BOYACÁ,https://www.ramajudicial.gov.co/web/juzgado-003-laboral-de-tunja
"Boyacá, Capital: Tunja",JUZGADO 004 LABORAL DEL CIRCUITO DE TUNJA - BOYACÁ,https://www.ramajudicial.gov.co/web/juzgado-004-laboral-de-tunja
"Boyacá, Santa Rosa de Viterbo",JUZGADO 001 LABORAL DEL CIRCUITO DE DUITAMA - BOYACÁ,https://www.ramajudicial.gov.co/web/juzgado-001-laboral-de-duitama
"Boyacá, Santa Rosa de Viterbo",JUZGADO 001 LABORAL DEL CIRCUITO DE SOGAMOSO - BOYACÁ,https://www.ramajudicial.gov.co/web/juzgado-001-laboral-de-sogamoso
"Boyacá, Santa Rosa de Viterbo",JUZGADO 002 LABORAL DEL CIRCUITO DE SOGAMOSO - BOYACÁ,https://www.ramajudicial.gov.co/web/juzgado-002-laboral-de-sogamoso
"Caldas, Capital: Manizales",JUZGADO 001 LABORAL DEL CIRCUITO DE LA DORADA - CALDAS,https://www.ramajudicial.gov.co/web/juzgado-001-laboral-del-circuito-de-la-dorada-caldas
"Caldas, Capital: Manizales",JUZGADO 001 LABORAL DEL CIRCUITO DE MANIZALES - CALDAS,https://www.ramajudicial.gov.co/web/juzgado-01-laboral-del-circuito-de-manizales
"Caldas, Capital: Manizales",JUZGADO 002 LABORAL DEL CIRCUITO DE LA DORADA - CALDAS,https://www.ramajudicial.gov.co/web/juzgado-002-laboral-del-circuito-de-la-dorada-caldas
"Caldas, Capital: Manizales",JUZGADO 002 LABORAL DEL CIRCUITO DE MANIZALES - CALDAS,https://www.ramajudicial.gov.co/web/juzgado-02-laboral-del-circuito-de-manizales
"Caldas, Capital: Manizales",JUZGADO 003 LABORAL DEL CIRCUITO DE MANIZALES - CALDAS,https://www.ramajudicial.gov.co/web/juzgado-03-laboral-del-circuito-de-manizales
"Caldas, Capital: Manizales",JUZGADO 004 LABORAL DEL CIRCUITO DE MANIZALES - CALDAS,https://www.ramajudicial.gov.co/web/juzgado-004-laboral-del-circuito-de-manizales-caldas
"Caldas, Capital: Manizales",JUZGADO 401 LABORAL DEL CIRCUITO DE MANIZALES - CALDAS,https://www.ramajudicial.gov.co/web/juzgado-401-laboral-del-circuito-de-manizales-caldas
"Caqueta, Capital: Florencia",JUZGADO 001 LABORAL DEL CIRCUITO DE FLORENCIA - CAQUETÁ,https://www.ramajudicial.gov.co/web/juzgado-001-laboral-de-florencia
"Caqueta, Capital: Florencia",JUZGADO 002 LABORAL DEL CIRCUITO DE FLORENCIA - CAQUETÁ,https://www.ramajudicial.gov.co/web/juzgado-002-laboral-de-florencia
"Casanare, Capital: Yopal",JUZGADO 001 LABORAL DEL CIRCUITO DE YOPAL - CASANARE,https://www.ramajudicial.gov.co/web/juzgado-01-laboral-del-circuito-de-yopal
"Casanare, Capital: Yopal",JUZGADO 002 LABORAL DEL CIRCUITO DE YOPAL - CASANARE,https://www.ramajudicial.gov.co/web/juzgado-02-laboral-del-circuito-de-yopal
"Cauca, Capital: Popayán",JUZGADO 001 LABORAL DEL CIRCUITO DE POPAYÁN - CAUCA,https://www.ramajudicial.gov.co/web/juzgado-001-laboral-de-popayan
"Cauca, Capital: Popayán",JUZGADO 001 LABORAL DEL CIRCUITO DE PUERTO TEJADA - CAUCA,https://www.ramajudicial.gov.co/web/juzgado-001-laboral-de-puerto-tejada
"Cauca, Capital: Popayán",JUZGADO 002 LABORAL DEL CIRCUITO DE POPAYÁN - CAUCA,https://www.ramajudicial.gov.co/web/juzgado-002-laboral-de-popayan
"Cauca, Capital: Popayán",JUZGADO 003 LABORAL DEL CIRCUITO DE POPAYÁN - CAUCA,https://www.ramajudicial.gov.co/web/juzgado-003-laboral-de-popayan
"Cesar, Capital: Valledupar",JUZGADO 001 LABORAL DEL CIRCUITO DE AGUACHICA - CESAR,https://www.ramajudicial.gov.co/web/juzgado-001-laboral-de-aguachica
"Cesar, Capital: Valledupar",JUZGADO 001 LABORAL DEL CIRCUITO DE CHIRIGUANÁ - CESAR,https://www.ramajudicial.gov.co/web/juzgado-laboral-del-circuito-de-chiriguana
"Cesar, Capital: Valledupar",JUZGADO 001 LABORAL DEL CIRCUITO DE VALLEDUPAR - CESAR,https://www.ramajudicial.gov.co/web/juzgado-001-laboral-de-valledupar
"Cesar, Capital: Valledupar",JUZGADO 002 LABORAL DEL CIRCUITO DE AGUACHICA - CESAR,https://www.ramajudicial.gov.co/web/juzgado-002-laboral-del-circuito-de-aguachica
"Cesar, Capital: Valledupar",JUZGADO 002 LABORAL DEL CIRCUITO DE VALLEDUPAR - CESAR,https://www.ramajudicial.gov.co/web/juzgado-002-laboral-de-valledupar
"Cesar, Capital: Valledupar",JUZGADO 003 LABORAL DEL CIRCUITO DE VALLEDUPAR - CESAR,https://www.ramajudicial.gov.co/web/juzgado-003-laboral-de-valledupar
"Cesar, Capital: Valledupar",JUZGADO 004 LABORAL DEL CIRCUITO DE VALLEDUPAR - CESAR,https://www.ramajudicial.gov.co/web/juzgado-004-laboral-de-valledupar
"Chocó, Capital: Quibdó",JUZGADO 001 LABORAL DEL CIRCUITO DE QUIBDÓ - CHOCÓ,https://www.ramajudicial.gov.co/web/juzgado-01-laboral-del-circuito-de-quibdo
"Chocó, Capital: Quibdó",JUZGADO 002 LABORAL DEL CIRCUITO DE QUIBDÓ - CHOCÓ,https://www.ramajudicial.gov.co/web/juzgado-02-laboral-del-circuito-de-quibdo
"Cordoba, Capital: Montería",JUZGADO 001 LABORAL DE LORICA,https://www.ramajudicial.gov.co/web/juzgado-001-laboral-de-lorica
"Cordoba, Capital: Montería",JUZGADO 001 LABORAL DE SAHAGÚN,https://www.ramajudicial.gov.co/web/juzgado-001-laboral-de-sahagun
"Cordoba, Capital: Montería",JUZGADO 001 LABORAL DEL CIRCUITO DE MONTERÍA - CÓRDOBA,https://www.ramajudicial.gov.co/web/juzgado-001-laboral-de-monteria
"Cordoba, Capital: Montería",JUZGADO 002 LABORAL DEL CIRCUITO DE MONTERÍA - CÓRDOBA,https://www.ramajudicial.gov.co/web/juzgado-02-laboral-del-circuito-de-monteria
